"rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","task","phase","word_root","is_plural","suffix_shown","condition","subject_id","correct_word","foil_word","correct_index","correct","points_total","species","image","correct_species","is_novel","rep","dup_button_index","nup_button_index","correct_suffix","chosen_suffix","chose_nup","gulu_button_index","norl_button_index","chosen_species","chose_norl"
"5466","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_6.png"" class=""alien-small"" alt=""norl_6.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""word-display"">takolesnup</div>
        <img src=""images/takoles_plur.png"" class=""stim-image"" alt=""takoles_plur.png"">
      </div>","0","html-button-response","153","2.1.0","519353","passive_exposure","stage2","takoles","true","nup","Exposure","guapzdtayb","","","","","","Norl","","","","","","","","","","","","",""
"4378","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_5.png"" class=""alien-small"" alt=""gulu_5.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""word-display"">hiwendup</div>
        <img src=""images/hiwen_plur.png"" class=""stim-image"" alt=""hiwen_plur.png"">
      </div>","0","html-button-response","154","2.1.0","523733","passive_exposure","stage2","hiwen","true","dup","Exposure","guapzdtayb","","","","","","Gulu","","","","","","","","","","","","",""
"11981","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""word-display"">jemulok</div>
        <img src=""images/jemulok_sing.png"" class=""stim-image"" alt=""jemulok_sing.png"">
      </div>","0","html-button-response","155","2.1.0","535715","passive_exposure","stage2","jemulok","false","null","Exposure","guapzdtayb","","","","","","Norl","","","","","","","","","","","","",""
"2876","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_4.png"" class=""alien-small"" alt=""norl_4.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/takoles_plur.png"" class=""stim-image"" alt=""takoles_plur.png"">
        <p class=""instr-text"">Which word did the Norl use?</p>
      </div>","0","html-button-response","156","2.1.0","538592","forced_choice","stage2","takoles","true","","Exposure","guapzdtayb","takolesnup","katolesnup","0","true","43","Norl","","","","","","","","","","","","",""
"750","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>takolesnup</strong></p>
        </div>","0","html-button-response","157","2.1.0","539342","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"4477","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_6.png"" class=""alien-small"" alt=""gulu_6.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/sehilod_sing.png"" class=""stim-image"" alt=""sehilod_sing.png"">
        <p class=""instr-text"">Which word did the Gulu use?</p>
      </div>","0","html-button-response","158","2.1.0","543820","forced_choice","stage2","sehilod","false","","Exposure","guapzdtayb","sehilod","sihelod","1","false","43","Gulu","","","","","","","","","","","","",""
"1265","
        <div class=""trial-box feedback-box feedback-incorrect"">
          <p>✗ Incorrect</p>
          <p>The correct answer was: <strong>sehilod</strong></p>
        </div>","0","html-button-response","159","2.1.0","545086","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"5498","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_6.png"" class=""alien-small"" alt=""norl_6.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/jemulok_sing.png"" class=""stim-image"" alt=""jemulok_sing.png"">
        <p class=""instr-text"">Which word did the Norl use?</p>
      </div>","0","html-button-response","160","2.1.0","550585","forced_choice","stage2","jemulok","false","","Exposure","guapzdtayb","jemulok","jelumok","0","true","44","Norl","","","","","","","","","","","","",""
"879","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>jemulok</strong></p>
        </div>","0","html-button-response","161","2.1.0","551464","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"2648","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_6.png"" class=""alien-small"" alt=""gulu_6.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/hiwen_plur.png"" class=""stim-image"" alt=""hiwen_plur.png"">
        <p class=""instr-text"">Which word did the Gulu use?</p>
      </div>","0","html-button-response","162","2.1.0","554113","forced_choice","stage2","hiwen","true","","Exposure","guapzdtayb","hiwendup","wihendup","1","false","44","Gulu","","","","","","","","","","","","",""
"null","
        <div class=""trial-box feedback-box feedback-incorrect"">
          <p>✗ Incorrect</p>
          <p>The correct answer was: <strong>hiwendup</strong></p>
        </div>","null","html-button-response","163","2.1.0","556115","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"3213","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""word-display"">maqubnup</div>
        <img src=""images/maqub_plur.png"" class=""stim-image"" alt=""maqub_plur.png"">
      </div>","0","html-button-response","164","2.1.0","559329","passive_exposure","stage2","maqub","true","nup","Exposure","guapzdtayb","","","","","","Norl","","","","","","","","","","","","",""
"2531","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_2.png"" class=""alien-small"" alt=""gulu_2.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""word-display"">neseldup</div>
        <img src=""images/nesel_plur.png"" class=""stim-image"" alt=""nesel_plur.png"">
      </div>","0","html-button-response","165","2.1.0","561860","passive_exposure","stage2","nesel","true","dup","Exposure","guapzdtayb","","","","","","Gulu","","","","","","","","","","","","",""
"2013","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_2.png"" class=""alien-small"" alt=""gulu_2.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""word-display"">wumos</div>
        <img src=""images/wumos_sing.png"" class=""stim-image"" alt=""wumos_sing.png"">
      </div>","0","html-button-response","166","2.1.0","563874","passive_exposure","stage2","wumos","false","null","Exposure","guapzdtayb","","","","","","Gulu","","","","","","","","","","","","",""
"2975","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""word-display"">firot</div>
        <img src=""images/firot_sing.png"" class=""stim-image"" alt=""firot_sing.png"">
      </div>","0","html-button-response","167","2.1.0","566850","passive_exposure","stage2","firot","false","null","Exposure","guapzdtayb","","","","","","Norl","","","","","","","","","","","","",""
"2384","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_4.png"" class=""alien-small"" alt=""gulu_4.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/wumos_sing.png"" class=""stim-image"" alt=""wumos_sing.png"">
        <p class=""instr-text"">Which word did the Gulu use?</p>
      </div>","0","html-button-response","168","2.1.0","569235","forced_choice","stage2","wumos","false","","Exposure","guapzdtayb","wumos","womus","0","true","45","Gulu","","","","","","","","","","","","",""
"900","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>wumos</strong></p>
        </div>","0","html-button-response","169","2.1.0","570136","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"3070","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_5.png"" class=""alien-small"" alt=""gulu_5.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/nesel_plur.png"" class=""stim-image"" alt=""nesel_plur.png"">
        <p class=""instr-text"">Which word did the Gulu use?</p>
      </div>","1","html-button-response","170","2.1.0","573207","forced_choice","stage2","nesel","true","","Exposure","guapzdtayb","neseldup","nelesdup","1","true","46","Gulu","","","","","","","","","","","","",""
"858","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>neseldup</strong></p>
        </div>","0","html-button-response","171","2.1.0","574066","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"3177","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_3.png"" class=""alien-small"" alt=""norl_3.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/maqub_plur.png"" class=""stim-image"" alt=""maqub_plur.png"">
        <p class=""instr-text"">Which word did the Norl use?</p>
      </div>","1","html-button-response","172","2.1.0","577244","forced_choice","stage2","maqub","true","","Exposure","guapzdtayb","maqubnup","mabuqnup","1","true","47","Norl","","","","","","","","","","","","",""
"833","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>maqubnup</strong></p>
        </div>","0","html-button-response","173","2.1.0","578077","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"1488","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_5.png"" class=""alien-small"" alt=""norl_5.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/firot_sing.png"" class=""stim-image"" alt=""firot_sing.png"">
        <p class=""instr-text"">Which word did the Norl use?</p>
      </div>","0","html-button-response","174","2.1.0","579568","forced_choice","stage2","firot","false","","Exposure","guapzdtayb","firot","fitor","0","true","48","Norl","","","","","","","","","","","","",""
"804","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>firot</strong></p>
        </div>","0","html-button-response","175","2.1.0","580372","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"1999","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""word-display"">laniz</div>
        <img src=""images/laniz_sing.png"" class=""stim-image"" alt=""laniz_sing.png"">
      </div>","0","html-button-response","176","2.1.0","582372","passive_exposure","stage2","laniz","false","null","Exposure","guapzdtayb","","","","","","Norl","","","","","","","","","","","","",""
"2835","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_2.png"" class=""alien-small"" alt=""gulu_2.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""word-display"">tugan</div>
        <img src=""images/tugan_sing.png"" class=""stim-image"" alt=""tugan_sing.png"">
      </div>","0","html-button-response","177","2.1.0","585208","passive_exposure","stage2","tugan","false","null","Exposure","guapzdtayb","","","","","","Gulu","","","","","","","","","","","","",""
"1667","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_2.png"" class=""alien-small"" alt=""gulu_2.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/tugan_sing.png"" class=""stim-image"" alt=""tugan_sing.png"">
        <p class=""instr-text"">Which word did the Gulu use?</p>
      </div>","1","html-button-response","178","2.1.0","586876","forced_choice","stage2","tugan","false","","Exposure","guapzdtayb","tugan","tagun","1","true","49","Gulu","","","","","","","","","","","","",""
"717","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>tugan</strong></p>
        </div>","0","html-button-response","179","2.1.0","587593","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"1864","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_2.png"" class=""alien-small"" alt=""norl_2.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/laniz_sing.png"" class=""stim-image"" alt=""laniz_sing.png"">
        <p class=""instr-text"">Which word did the Norl use?</p>
      </div>","0","html-button-response","180","2.1.0","589458","forced_choice","stage2","laniz","false","","Exposure","guapzdtayb","laniz","lazin","0","true","50","Norl","","","","","","","","","","","","",""
"716","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>laniz</strong></p>
        </div>","0","html-button-response","181","2.1.0","590175","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"13695","
    <div class=""instr-box"">
      <h2>Test</h2>
      <p>You have finished learning the language! Now we will test what you have learned.</p>
      <p>There are two short tasks. <strong>No feedback</strong> will be given this time, just answer as best you can.</p>
      <p>Some of the words may be ones you have not seen before. That is fine, use your best judgment.</p>
      <p>Click <strong>Continue</strong> to start the test.</p>
    </div>","0","html-button-response","182","2.1.0","603872","instructions_test","","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"6413","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/jemulok_plur.png"" class=""stim-image"" alt=""jemulok_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","183","2.1.0","610286","suffix_selection","","jemulok","","","Exposure","guapzdtayb","","","0","true","","Gulu","","","false","1","0","1","dup","dup","0","","","",""
"5891","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/falon_plur.png"" class=""stim-image"" alt=""falon_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","184","2.1.0","616178","suffix_selection","","falon","","","Exposure","guapzdtayb","","","1","false","","Gulu","","","false","1","1","0","dup","nup","1","","","",""
"7180","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/helun_sing.png"" class=""stim-image"" alt=""helun_sing.png"">
            <p class=""word-display"">helun</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/helun_plur.png"" class=""stim-image"" alt=""helun_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","185","2.1.0","623358","suffix_selection","","helun","","","Exposure","guapzdtayb","","","0","true","","Norl","","","true","1","1","0","nup","nup","1","","","",""
"3056","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/takoles_plur.png"" class=""stim-image"" alt=""takoles_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","186","2.1.0","626416","suffix_selection","","takoles","","","Exposure","guapzdtayb","","","0","true","","Gulu","","","false","0","0","1","dup","dup","0","","","",""
"4550","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/jemulok_plur.png"" class=""stim-image"" alt=""jemulok_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","187","2.1.0","630967","suffix_selection","","jemulok","","","Exposure","guapzdtayb","","","0","true","","Gulu","","","false","0","0","1","dup","dup","0","","","",""
"3733","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/tugan_plur.png"" class=""stim-image"" alt=""tugan_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","188","2.1.0","634700","suffix_selection","","tugan","","","Exposure","guapzdtayb","","","1","false","","Gulu","","","false","1","1","0","dup","nup","1","","","",""
"4577","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/maqub_plur.png"" class=""stim-image"" alt=""maqub_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","1","html-button-response","189","2.1.0","639278","suffix_selection","","maqub","","","Exposure","guapzdtayb","","","1","true","","Norl","","","false","1","0","1","nup","nup","1","","","",""
"5273","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/mocil_sing.png"" class=""stim-image"" alt=""mocil_sing.png"">
            <p class=""word-display"">mocil</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/mocil_plur.png"" class=""stim-image"" alt=""mocil_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","190","2.1.0","644551","suffix_selection","","mocil","","","Exposure","guapzdtayb","","","1","false","","Norl","","","true","0","0","1","nup","dup","0","","","",""
"5510","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/wumos_plur.png"" class=""stim-image"" alt=""wumos_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","191","2.1.0","650062","suffix_selection","","wumos","","","Exposure","guapzdtayb","","","1","false","","Norl","","","false","0","1","0","dup","nup","1","","","",""
"38151","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/sehilod_plur.png"" class=""stim-image"" alt=""sehilod_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","192","2.1.0","688215","suffix_selection","","sehilod","","","Exposure","guapzdtayb","","","0","true","","Gulu","","","false","0","0","1","dup","dup","0","","","",""
"2975","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/wumos_plur.png"" class=""stim-image"" alt=""wumos_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","193","2.1.0","691191","suffix_selection","","wumos","","","Exposure","guapzdtayb","","","0","true","","Gulu","","","false","1","0","1","dup","dup","0","","","",""
"4130","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/gitab_sing.png"" class=""stim-image"" alt=""gitab_sing.png"">
            <p class=""word-display"">gitab</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/gitab_plur.png"" class=""stim-image"" alt=""gitab_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","1","html-button-response","194","2.1.0","695322","suffix_selection","","gitab","","","Exposure","guapzdtayb","","","0","false","","Norl","","","true","1","1","0","nup","dup","0","","","",""
"2345","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/wumos_plur.png"" class=""stim-image"" alt=""wumos_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","195","2.1.0","697669","suffix_selection","","wumos","","","Exposure","guapzdtayb","","","0","true","","Gulu","","","false","0","0","1","dup","dup","0","","","",""
"4216","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/wukin_plur.png"" class=""stim-image"" alt=""wukin_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","196","2.1.0","701885","suffix_selection","","wukin","","","Exposure","guapzdtayb","","","0","true","","Gulu","","","false","1","0","1","dup","dup","0","","","",""
"2102","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/firot_plur.png"" class=""stim-image"" alt=""firot_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","197","2.1.0","703988","suffix_selection","","firot","","","Exposure","guapzdtayb","","","0","true","","Gulu","","","false","1","0","1","dup","dup","0","","","",""
"6096","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/sehilod_plur.png"" class=""stim-image"" alt=""sehilod_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","198","2.1.0","710085","suffix_selection","","sehilod","","","Exposure","guapzdtayb","","","0","true","","Norl","","","false","0","1","0","nup","nup","1","","","",""
"11371","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/gequzis_plur.png"" class=""stim-image"" alt=""gequzis_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","1","html-button-response","199","2.1.0","721458","suffix_selection","","gequzis","","","Exposure","guapzdtayb","","","1","true","","Gulu","","","false","1","1","0","dup","dup","0","","","",""
"4517","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/mocil_sing.png"" class=""stim-image"" alt=""mocil_sing.png"">
            <p class=""word-display"">mocil</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/mocil_plur.png"" class=""stim-image"" alt=""mocil_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","200","2.1.0","725976","suffix_selection","","mocil","","","Exposure","guapzdtayb","","","0","true","","Gulu","","","true","0","0","1","dup","dup","0","","","",""
"4872","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/falon_plur.png"" class=""stim-image"" alt=""falon_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","201","2.1.0","730849","suffix_selection","","falon","","","Exposure","guapzdtayb","","","0","true","","Norl","","","false","0","1","0","nup","nup","1","","","",""
"2457","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/firot_plur.png"" class=""stim-image"" alt=""firot_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","202","2.1.0","733307","suffix_selection","","firot","","","Exposure","guapzdtayb","","","0","true","","Norl","","","false","1","1","0","nup","nup","1","","","",""
"4075","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/hiwen_plur.png"" class=""stim-image"" alt=""hiwen_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","203","2.1.0","737382","suffix_selection","","hiwen","","","Exposure","guapzdtayb","","","0","true","","Gulu","","","false","1","0","1","dup","dup","0","","","",""
"2989","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/nesel_plur.png"" class=""stim-image"" alt=""nesel_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","204","2.1.0","740372","suffix_selection","","nesel","","","Exposure","guapzdtayb","","","1","false","","Norl","","","false","1","0","1","nup","dup","0","","","",""
"5911","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/laniz_plur.png"" class=""stim-image"" alt=""laniz_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","205","2.1.0","746283","suffix_selection","","laniz","","","Exposure","guapzdtayb","","","1","false","","Norl","","","false","0","0","1","nup","dup","0","","","",""
"3947","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/timan_sing.png"" class=""stim-image"" alt=""timan_sing.png"">
            <p class=""word-display"">timan</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/timan_plur.png"" class=""stim-image"" alt=""timan_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","206","2.1.0","750231","suffix_selection","","timan","","","Exposure","guapzdtayb","","","1","false","","Gulu","","","true","1","1","0","dup","nup","1","","","",""
"6251","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/nuwik_plur.png"" class=""stim-image"" alt=""nuwik_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","1","html-button-response","207","2.1.0","756483","suffix_selection","","nuwik","","","Exposure","guapzdtayb","","","1","true","","Gulu","","","false","1","1","0","dup","dup","0","","","",""
"7092","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/jemulok_plur.png"" class=""stim-image"" alt=""jemulok_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","208","2.1.0","763576","suffix_selection","","jemulok","","","Exposure","guapzdtayb","","","1","false","","Norl","","","false","0","1","0","dup","nup","1","","","",""
